anonymised_clientnum,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag_Binary
5dc46c386c49c2a6ace3c8fed3c397407f6a5f2fc916cd2a260344e4065eb4e7,Attrited Customer,41,F,2,College,Divorced,Less than $40K,Blue,36,3,3,4,1569.0,257.0,1312.0,0.408,2288.0,45,0.667,0.164,1
9fee0752a810ee4aa2ed4ec62a178f5c6eaf14a6b3de8fcd6893e82ea154df97,Existing Customer,47,M,3,Uneducated,Divorced,$80K - $120K,Blue,34,5,1,3,1626.0,1013.0,613.0,0.826,5262.0,83,0.729,0.623,0
a5597971fc0cfa2e2d61eab114d584826942ad3886786eccedf2973bbde8d72d,Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,36,3,1,2,2158.0,1299.0,859.0,0.733,4946.0,73,0.973,0.602,0
ce39e82ef21089718c42bd839fcf848e9162f028f05199f58529ad195151859f,Existing Customer,43,M,1,Unknown,Single,$60K - $80K,Blue,31,4,3,1,2283.0,1470.0,813.0,0.935,5100.0,76,0.689,0.644,0
ced1293b8fa0200db80098fd42445b6213c7e4003c0b17cccb8e21188fad4281,Existing Customer,57,F,1,High School,Unknown,$40K - $60K,Blue,42,3,1,1,2542.0,1884.0,658.0,0.715,4518.0,88,1.095,0.741,0
05e1904019ad639437f513406c89ce3368978bcb403583e4d96d6f1ee5e9d804,Existing Customer,30,F,1,Graduate,Single,Less than $40K,Blue,18,4,2,1,1438.3,0.0,1438.3,0.6,4322.0,68,0.619,0.0,0
1a0ef51ac10a179c100c0be6620c20f5efda1af287824172d004f6b90b3416de,Existing Customer,47,M,2,Graduate,Unknown,$40K - $60K,Blue,37,3,3,1,2335.0,1373.0,962.0,0.876,4267.0,81,0.653,0.588,0
7d8c16f06df3fb833c358c6fb5c61f23f11818f7c369a1912c5b3438d9744a8e,Existing Customer,34,M,1,Uneducated,Single,$60K - $80K,Blue,23,6,1,1,2033.0,1832.0,201.0,0.938,4110.0,74,0.947,0.901,0
767c4705c792f4b10bc82377828c8dce63b822fb3baf13cd94e3df2ce8923eff,Existing Customer,41,F,3,High School,Married,Unknown,Blue,31,4,6,3,4739.0,1878.0,2861.0,0.719,5238.0,84,0.826,0.396,0
27793a5311233a62a094a7adec68c0cd4ab1d972441cae2289799fe8da99075e,Existing Customer,36,M,2,College,Single,$80K - $120K,Blue,31,5,2,3,5821.0,764.0,5057.0,0.688,5291.0,96,0.684,0.131,0
b910e8eac80360c16540706badf7062bb0ea984b886a398f6eb00413a2d577e1,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3,2,2182.0,1566.0,616.0,0.574,3935.0,77,0.711,0.718,0
51349f7149e8c2d72e48e0497f1ce1fbb9edfd756921ca7ae63f33fcb5931a15,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,36,6,4,0,3319.0,913.0,2406.0,0.612,4560.0,84,1.049,0.275,0
1b2afd24a985a9b9e297bae307f541ab4f43e9dfc8555388a51712d99e16fc03,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,1,3021.0,1530.0,1491.0,0.731,4105.0,76,0.767,0.506,0
24f1607307445bcfdc4f1b43d88404ab861f11f64f1b73eb0ff5e0d7317b34d6,Existing Customer,49,M,5,College,Married,$80K - $120K,Blue,37,3,2,2,29219.0,0.0,29219.0,0.77,4575.0,84,0.68,0.0,0
68009a96be5cfca9bf4defd02ba89dfc7b8a9a1104bf89d18c105d715222cc12,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,42,6,2,2,1438.3,869.0,569.3,0.821,4664.0,77,0.878,0.604,0
7f32c2848d01c69f63d55eb87fe0524e081dade80be527f2ae7905c798faf83e,Attrited Customer,48,F,3,Unknown,Unknown,Unknown,Blue,36,3,3,2,4431.0,2517.0,1914.0,0.499,2185.0,48,0.371,0.568,1
3d1a4fd7e94f5468ea8cea0ac7b1d3151297dfa83f990383909d7c2957e4c771,Existing Customer,46,F,2,Graduate,Married,Unknown,Blue,40,4,5,3,3131.0,0.0,3131.0,0.811,4507.0,93,0.632,0.0,0
4fb4b40f1f612e1852e925f37665834ea71edbbc68a7e2a88b6bbf2a4b5973fe,Existing Customer,26,F,0,Graduate,Single,Less than $40K,Blue,22,3,1,3,1486.0,0.0,1486.0,0.734,4535.0,82,0.907,0.0,0
0409c288af3b469a8d60b84097d3d2ea351088d66d49efbc86583a2122db5531,Existing Customer,40,F,3,High School,Single,Unknown,Blue,36,3,3,2,6384.0,2034.0,4350.0,0.493,4413.0,83,0.886,0.319,0
d33d9adebf54bc93b6e1bd169a48fb61403153ea87a9abce3cf8d7df77bdb3ae,Existing Customer,39,F,5,Graduate,Single,Less than $40K,Blue,28,3,3,2,2077.0,0.0,2077.0,0.59,3647.0,69,0.917,0.0,0
cf34aa895dfb956e5c74e2ee7d84208323d1a5143a573f2300da49ada8c3facd,Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,32,3,1,2,1956.0,958.0,998.0,0.789,4977.0,76,0.854,0.49,0
bfc5faa65c49c5a1c341b7c17fe98fa6114148718efc9ec8bbd142edff719db9,Attrited Customer,51,M,1,Unknown,Married,$80K - $120K,Blue,39,4,3,4,24462.0,946.0,23516.0,0.475,1709.0,37,0.542,0.039,1
45ea258b3fa8c4ec47d3f037ff7e095ca4483bde8c658f6b5f3350edae4967c2,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,34,6,2,1,2725.0,2517.0,208.0,0.482,4430.0,66,0.692,0.924,0
9f2ae35cd033987b35ad84d9dbb6b293d1accd45fc747f4e56cde57349af69ea,Existing Customer,46,F,4,Uneducated,Unknown,$40K - $60K,Blue,40,6,3,1,1474.0,843.0,631.0,0.751,4452.0,65,1.097,0.572,0
8263d540af11d5310aa86f7554a3481a0103083cc5591774f8e8f22ea68665df,Existing Customer,46,M,1,High School,Married,$120K +,Blue,28,4,3,3,9880.0,1792.0,8088.0,0.804,4609.0,80,0.951,0.181,0
bf540dfd0c7da82185999af13412b9bc69ac5e080b0465ddb73d6fa60c03d226,Existing Customer,58,M,2,High School,Divorced,$60K - $80K,Blue,46,6,2,0,2467.0,1176.0,1291.0,0.811,4744.0,73,0.921,0.477,0
2029d307d70410268d726e8b140ca1c4ea5208fa61bea62d7beda050be562891,Existing Customer,46,M,4,Graduate,Divorced,$60K - $80K,Blue,41,4,2,1,5397.0,2336.0,3061.0,0.67,4734.0,96,0.846,0.433,0
691e65c8bf37935f828bc8d9304442807e7b1fc82593919b45838afd1835735a,Existing Customer,50,M,1,Graduate,Single,$80K - $120K,Blue,44,3,3,2,3370.0,1133.0,2237.0,0.722,4726.0,86,0.686,0.336,0
d0325039dd7a7049c17b029ecb8efaf63f03bea8c2cb92ea09bc7a6d1f9628af,Attrited Customer,37,F,3,College,Married,Unknown,Blue,24,4,2,4,11239.0,0.0,11239.0,0.32,2055.0,43,0.162,0.0,1
9f008c72a69ef4d8991eded4d34333b312e21362bd64cfc408e83393c9794a38,Existing Customer,55,F,3,College,Married,$40K - $60K,Blue,36,5,1,3,2240.0,1231.0,1009.0,0.637,3623.0,71,0.69,0.55,0
820587855346f3b0ba85d7b8251afccff5d209e500c5e4739d9003a07ad29d14,Existing Customer,52,F,2,College,Married,Unknown,Blue,45,5,1,2,2737.0,1719.0,1018.0,0.657,4725.0,63,0.615,0.628,0
d5bf3bfc755913956014aad045f76a2896844c992354d127e532e67bd82fec5e,Existing Customer,48,F,1,High School,Married,Less than $40K,Blue,40,5,4,3,4170.0,1384.0,2786.0,0.77,4532.0,94,0.649,0.332,0
c214de8c3a869badc9054e4fa70f15574ce60cc04d95debe6692b06c71d7de2f,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,27,3,3,2,21839.0,960.0,20879.0,0.566,5623.0,94,0.516,0.044,0
1b154d58feaeb6149049ef7476bcd07895e13a217f5f00647c8e76ffb4e8faaa,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,42,6,3,2,1991.0,0.0,1991.0,0.954,4527.0,66,0.61,0.0,0
d0d4eaca42b3023d0fb4d0500154a9e699c91fceb418bd640661dc1ab61f4005,Existing Customer,55,M,2,Uneducated,Single,$120K +,Blue,36,6,2,3,29795.0,2364.0,27431.0,0.759,3949.0,71,0.919,0.079,0
cccf4c18d1cbd5ec3d53a31815ed794a6922f6b5dd71071f7690a75874e0fbb4,Existing Customer,52,F,1,Unknown,Married,$40K - $60K,Blue,39,3,2,1,1438.3,635.0,803.3,0.744,4617.0,79,0.927,0.441,0
a1701070c50eb8af9dcf46ef9d7697446335659fd6926cf8be61551dea31658f,Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,37,6,3,2,24221.0,1274.0,22947.0,0.452,3361.0,63,0.853,0.053,0
0419da1f7f6dae46ca6e59bd6d93b2a8b2532d6fba1c788c883b2a25eb6d8406,Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,35,6,1,2,2131.0,1288.0,843.0,0.797,4264.0,81,0.841,0.604,0
8a3003af604d29dcc30fa44c89ccdb8ed814fc91eb9ede49ae1968b20399331c,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,23,3,2,2,2787.0,2053.0,734.0,0.76,4949.0,76,0.551,0.737,0
c0c92ccde78897de4dbe3fc7f00b2c88ce558f11be4734ea248bc8f768566261,Existing Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,38,4,3,1,1438.3,0.0,1438.3,0.647,4601.0,78,0.625,0.0,0
2cd1da140bee5785507301efe92234518c3b6f5bd1d051b3f5938ccf4ebd52c5,Attrited Customer,42,F,0,Uneducated,Divorced,Unknown,Blue,31,3,3,4,2712.0,0.0,2712.0,0.724,2307.0,28,0.474,0.0,1
67ca7f564d490695e8a90c13d185c22d304a0bac2c869a8856e213d41309b871,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,13,6,2,1,2605.0,2269.0,336.0,0.881,5298.0,79,0.837,0.871,0
a9cf7003117e35ae0b462fbc247321ce3aa12f137664a077e372e2864890c6d6,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,31,3,2,1,5169.0,2296.0,2873.0,0.773,4656.0,88,0.796,0.444,0
1f70569546ac69cbe348a499f2a64bd0a7d6343ac3d16485c9c4bc5eba536258,Existing Customer,49,M,3,College,Unknown,$80K - $120K,Blue,38,3,3,3,4694.0,0.0,4694.0,0.582,3798.0,56,1.24,0.0,0
c6ff5157b83ea151347b49540f0489b2a418a78ca9329693c123eac5790f20cc,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,40,3,3,1,1848.0,501.0,1347.0,0.653,4600.0,69,0.683,0.271,0
bb3c5ec3ad5b8847aeb995a1b6270c990263a43033c9eea70cd2bfaa6a55d99b,Existing Customer,43,M,2,Unknown,Single,$60K - $80K,Blue,36,3,1,2,6039.0,1759.0,4280.0,0.479,4538.0,86,0.654,0.291,0
edcf7226b6f5f0937c06bd7f9a23a494d820a153147a89ce2f69ac619be2977c,Existing Customer,54,M,2,High School,Married,$120K +,Blue,42,3,2,3,5256.0,889.0,4367.0,0.559,5078.0,91,0.685,0.169,0
6a07ed0f446fc2576813dfa9bfc4d31bc5a54c250c8999429841789a9bca39f1,Existing Customer,48,F,1,Graduate,Unknown,Less than $40K,Blue,36,6,2,3,1708.0,1059.0,649.0,0.764,4880.0,79,0.795,0.62,0
07ded6eeb0ecfe291d8e7492f55cf9971f7e74b6c5bcb298095e1f3bab806c60,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,2,1629.0,1185.0,444.0,0.766,4897.0,83,0.886,0.727,0
972397bd8aadaba13640dc0ff2959917be09f62e96ce61bf416bd25084ea1a6c,Existing Customer,54,M,5,College,Single,$60K - $80K,Blue,45,6,1,3,20401.0,0.0,20401.0,0.723,4637.0,75,0.562,0.0,0
b2bcf5fb7e0ce84c0b2b141d7fd2513181d90f87dcac8a726f3cb4e3acb1a816,Existing Customer,56,M,2,Graduate,Divorced,$120K +,Blue,45,3,3,1,3296.0,1435.0,1861.0,0.968,4327.0,66,0.737,0.435,0
bba7086a3d31d84e73e95c9b16abb5ab3af8c33b5257cb29562a4d66904d7e55,Existing Customer,48,M,2,Graduate,Married,$120K +,Blue,37,3,1,2,8956.0,1279.0,7677.0,0.864,4814.0,73,1.212,0.143,0
3370aa1046fb0c85b32637f978c74b20039104e1ba17aa0143ef944d5d3fe551,Existing Customer,49,F,1,College,Married,Less than $40K,Blue,43,4,3,2,1438.3,786.0,652.3,0.609,4094.0,64,0.561,0.546,0
64c00fbba8ad7a5a6b5f865aa4b0fc7f3bc80fcc86cc4f041cb2a10d08500418,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,38,6,2,2,2671.0,1713.0,958.0,0.732,4519.0,79,0.795,0.641,0
b0c64972f828b41c5e5405cc9e4700ff2ea07483cb7507769f70511852eb5a54,Existing Customer,58,F,3,College,Married,Less than $40K,Blue,53,4,3,1,2493.0,1566.0,927.0,0.767,4867.0,90,0.607,0.628,0
1dfeab5cf48b61f92df5f75e35466e1196d34063348d5ea1acc677b995fbda92,Existing Customer,59,F,1,Doctorate,Married,Less than $40K,Blue,40,3,3,1,2687.0,2452.0,235.0,0.817,4697.0,81,0.761,0.913,0
b298fb810629a9b17cf10b895c318cfff56ba658654c60fbb112473df3e94c4d,Existing Customer,37,F,2,Unknown,Married,$40K - $60K,Blue,36,4,2,2,2208.0,1559.0,649.0,0.51,4686.0,81,0.761,0.706,0
4b3ef221581e411c6cd1f87a6fff3825902053744da67308428bb6421052207a,Attrited Customer,38,F,1,High School,Married,Less than $40K,Blue,28,3,3,3,4196.0,731.0,3465.0,0.485,1868.0,30,0.2,0.174,1
66a4db497a69c01432b442cc47b8690777ace2327fc508ccc2129a9b0a6a791d,Existing Customer,47,F,5,Uneducated,Divorced,Unknown,Blue,36,6,2,3,12581.0,1235.0,11346.0,0.611,4427.0,76,1.303,0.098,0
b9e3be54282ac9266879907df66b3f850c1b6ef24cb0890e57bb5877f82b7277,Existing Customer,41,M,3,Post-Graduate,Single,$80K - $120K,Blue,30,4,2,2,17890.0,2517.0,15373.0,0.983,4831.0,81,0.8,0.141,0
cbd519705b42527e804c1ec7cf0970d60246147b9446a699e0416a8b8bf5c880,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,21,4,6,0,1930.0,0.0,1930.0,0.815,5033.0,87,0.582,0.0,0
448dcaa3dd6bc8d975f4db04bb34b1f89e09474aa26e5ae6f9e3f53e1b91207d,Existing Customer,36,F,4,Unknown,Divorced,Unknown,Blue,16,6,3,3,8513.0,0.0,8513.0,0.631,4162.0,70,1.0,0.0,0
4c18e1fc1fffc68882bd395abe505cab5cdf17db388c687fe0179eb009c06bdd,Existing Customer,40,M,3,High School,Married,$80K - $120K,Blue,36,6,3,1,9599.0,2356.0,7243.0,0.791,4754.0,84,0.68,0.245,0
b1e5a444b285903e324a2e8a7f4c3aaf03f60334222276f324d5dc2c1732a93d,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,32,6,2,3,3192.0,2517.0,675.0,0.658,4236.0,87,0.891,0.789,0
27a935ac18a135f080ec29574920a679395b9af56608a40ef20a524c2d33e647,Existing Customer,43,F,4,Graduate,Unknown,Unknown,Blue,36,6,5,1,2778.0,2517.0,261.0,0.796,4575.0,60,0.714,0.906,0
23586207fc9e975db2f091bb2e3f5bde1d38aaff12d3cfe3355f7778953fce02,Attrited Customer,61,F,1,High School,Single,Unknown,Blue,52,3,2,4,3293.0,0.0,3293.0,0.838,3121.0,56,0.867,0.0,1
ea70eb72b3f634828220c26fd15555bd31b0d77ae1814840fe48fd37a331f364,Existing Customer,48,F,1,Graduate,Married,$40K - $60K,Blue,36,4,4,1,7268.0,0.0,7268.0,0.691,4199.0,80,0.905,0.0,0
edd17a86f4f04aa716c8721efaae5a0a0edbf3178b6fdd48b400453467346fe8,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,35,5,3,2,1721.0,729.0,992.0,0.902,4853.0,74,0.644,0.424,0
2824015bfdb5264f1ef236769b3b25b2ff0de0992e9335fba136cb84fc680135,Existing Customer,38,M,3,College,Married,$80K - $120K,Blue,30,5,3,2,3976.0,1667.0,2309.0,0.929,4372.0,69,0.683,0.419,0
3670fe55993c39afefc327aa5140a435a5a46d00f1dd76d7da15f04696f595a9,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,35,5,2,3,1954.0,808.0,1146.0,0.826,4897.0,70,0.795,0.414,0
53afee11adfacf26e881af74f4b49ca201fcf389e18495d912b3bbd26eea0bd7,Existing Customer,44,M,3,Unknown,Married,$120K +,Blue,32,6,2,2,12725.0,1759.0,10966.0,1.056,4139.0,58,0.812,0.138,0
50ef3c8a3fcd798b79f7ffedc43698e2172bbd86148de4411cd5dbf301c00ba5,Existing Customer,40,F,3,Uneducated,Single,Unknown,Blue,28,3,3,3,2690.0,1935.0,755.0,0.593,4917.0,81,0.653,0.719,0
242a97c379937749a984bbdad611651a8932dd297e45c05ccc08a6617efb8d9a,Existing Customer,48,F,5,Post-Graduate,Married,$40K - $60K,Blue,38,3,3,1,2926.0,716.0,2210.0,0.949,4219.0,78,0.592,0.245,0
5c9df92091f93be82707ee2c9e9edfa0ea17bfd097b6e2f907359a51a728f61e,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,33,5,1,1,2371.0,1748.0,623.0,0.663,4460.0,78,1.053,0.737,0
5a855738db9933312292e327531ca7cfc3628b5414c096816580c92c13017e75,Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,27,5,1,1,7751.0,1965.0,5786.0,0.782,4543.0,90,0.731,0.254,0
a380f327b5dc504a3bdeed771fd8236abc730112457ad76cb1c63c8b700fdd4e,Attrited Customer,42,F,3,College,Married,Less than $40K,Blue,28,3,3,2,1601.0,0.0,1601.0,0.63,2339.0,41,0.414,0.0,1
02e73b72fccd1c126bd388087b3617b1f2b7f7eee26a28c7731855cfce82cd09,Attrited Customer,34,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,3,2401.0,496.0,1905.0,0.647,2597.0,40,0.379,0.207,1
2a6eb526ddef7bb69ce8f4eb86aa9ff280c4c95d470e57a56feccc7d893358db,Attrited Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,29,4,3,4,2187.0,0.0,2187.0,0.467,2031.0,40,0.333,0.0,1
bd8abafd7fb3752ab343951fd5d14d18e00dbe617e3916cefe3d322ab02be09a,Existing Customer,57,F,0,Doctorate,Married,Unknown,Blue,46,5,2,1,4661.0,1734.0,2927.0,0.789,5242.0,81,1.382,0.372,0
39ba67fae37ea04b8e4510ee29c8730c5fbfa5a431c5cfa8cd348feafe00d741,Existing Customer,40,F,2,Post-Graduate,Divorced,Unknown,Blue,27,6,3,1,8494.0,2023.0,6471.0,0.871,4486.0,77,0.974,0.238,0
bb8a29c9a35eafe62921973dbf92af59667170169ccd070f1697557ab6381ed1,Existing Customer,36,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,1,2262.0,1450.0,812.0,0.735,4116.0,84,0.787,0.641,0
093ba1fa3c441715ecec92e29f5dbbe6bb32c520007fdaf8a5d9bb9734d031a4,Existing Customer,43,F,3,Graduate,Divorced,Less than $40K,Blue,36,6,1,2,2525.0,1595.0,930.0,0.78,4859.0,82,0.864,0.632,0
5e653a1c5b508fa013da2219bdab412a01768ebd908a07baa9e9f623fc8f108c,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,34,3,3,2,2450.0,1981.0,469.0,0.712,4352.0,66,0.784,0.809,0
d0b6afdb67dbfdc4c31a16f0d5680ae1162b9c261fd6be437b9d4fddf67fdf35,Existing Customer,36,F,4,College,Married,Unknown,Blue,18,4,3,2,3926.0,1760.0,2166.0,0.874,4890.0,92,0.704,0.448,0
3b17e6c0d5c32d4ffd220b4aaeba8fbe2acc42a148c8bb10377ccd09008fe405,Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,22,4,2,3,1438.3,0.0,1438.3,0.695,2502.0,45,0.452,0.0,1
86b6b6a33ba055d896e247e1cedb14be22ae06d45240a7396324ba76c9a9fc33,Existing Customer,51,F,2,High School,Single,Unknown,Blue,31,6,2,1,4789.0,2203.0,2586.0,0.847,4718.0,81,0.976,0.46,0
c440c2f18e89b04c38e8291d4c4510b954682becdd7f1a9f9d043558614f2a3d,Existing Customer,41,F,2,Unknown,Unknown,Less than $40K,Blue,34,6,3,3,2864.0,1928.0,936.0,0.769,4641.0,78,0.66,0.673,0
545d9587d9f1510efd0a58608f7581dc22947ef47ceb486ce060cefecdbaf1da,Existing Customer,43,F,5,Graduate,Single,Unknown,Blue,34,6,6,3,4607.0,2440.0,2167.0,0.646,4825.0,77,0.878,0.53,0
04ff55ff6ac755c29ad2f528794708e56b02affd6cb65164d6131b7d82a9a602,Existing Customer,43,F,4,Graduate,Unknown,Less than $40K,Blue,34,5,3,3,1971.0,979.0,992.0,1.024,5446.0,75,0.974,0.497,0
dcf652c1e6e309bc37d6562a38c83c2f76f857580baa7b3d8d7f2e4acd530e6d,Attrited Customer,53,F,2,College,Married,Less than $40K,Blue,44,3,3,3,1473.0,0.0,1473.0,0.92,2836.0,48,0.6,0.0,1
296010f8431e677ede43783269f65b03883aab2513859905b23b06602ebdba3d,Existing Customer,55,F,3,Graduate,Single,$40K - $60K,Blue,37,5,1,2,3187.0,1437.0,1750.0,0.79,4511.0,82,0.822,0.451,0
a26e8c66db3ca1a0c60e457fe326c393809b12d14a37bdafe3a292308aeb7ea4,Existing Customer,38,F,2,Unknown,Married,Less than $40K,Blue,36,4,2,2,5589.0,0.0,5589.0,0.787,4064.0,77,0.711,0.0,0
9ea3fd02f45ec035eef94499843a5b24d863acdf29f8e7b3365cf6e32173f7af,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,38,5,1,2,2346.0,1373.0,973.0,0.73,4432.0,72,0.756,0.585,0
45442c19d719b696ddcaa6b9b347105757053d3e20d9c2379dc9ce925f6401e2,Existing Customer,34,F,4,Graduate,Single,Less than $40K,Blue,28,3,2,3,1438.3,0.0,1438.3,0.726,4626.0,86,0.792,0.0,0
896a4b6fd12813ebab17a9419985905075784b5105e15e75992d5992bf5abbbf,Existing Customer,40,F,5,High School,Single,Less than $40K,Blue,22,3,1,2,1826.0,944.0,882.0,0.686,4528.0,65,0.667,0.517,0
c26f29e0a1b7481fcb8e05f6bc7c610036528f384deb58f2ff7f9e9ac1784b96,Attrited Customer,40,F,2,Doctorate,Married,$40K - $60K,Blue,27,4,2,3,2208.0,0.0,2208.0,0.695,2659.0,56,0.806,0.0,1
8abf180bf7a0be76f71577aaf124637a1ed00af8090024f7ee0ba3e34b8677b1,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,36,4,3,1,1476.0,0.0,1476.0,0.592,4279.0,76,0.767,0.0,0
78439a03366c53ffeb9a90dad08c7bba9281fb89609bbf4977a3781c3887b07d,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46,6,3,1,2927.0,1499.0,1428.0,0.649,4670.0,70,0.944,0.512,0
7fab5c08ce7197246f5778748d9ad9b82a75c8ee728acac97a6fc47f17dbd9d8,Existing Customer,53,M,3,Graduate,Unknown,$80K - $120K,Blue,49,5,2,1,4778.0,1869.0,2909.0,0.743,5489.0,74,0.805,0.391,0
cdd32d9dcb4362512dd1b84afb2f5c86f72beff5b84c16e8d89e9ac497c77932,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,36,3,2,2,1438.3,743.0,695.3,0.624,4484.0,78,0.625,0.517,0
3bc9cdf8e71ea6535f3ec10192b9a39abb0b35a36e821a88571e283ec4d0ce1a,Existing Customer,46,F,3,High School,Single,$40K - $60K,Silver,40,4,3,1,16239.0,1487.0,14752.0,0.531,3838.0,48,0.6,0.092,0
15cf00593425374a8e5158350d9e58ea10f838bf6d34b3b36ed01472c9e25c8f,Existing Customer,37,M,1,High School,Married,$120K +,Blue,26,5,2,1,11726.0,1925.0,9801.0,0.855,4186.0,63,0.703,0.164,0
58741e741cf186edeac7c319b2802998eca2243300add94048eda28cefb4787f,Existing Customer,47,F,4,College,Married,Unknown,Blue,38,3,2,1,1438.3,0.0,1438.3,0.68,4503.0,89,0.978,0.0,0
3738acc8a2f5bed7e2ff07101f9ffbe1a29608f17f5bb8718a6299b19d90bfe0,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,34,6,1,3,2647.0,1288.0,1359.0,0.765,4730.0,78,0.857,0.487,0
0ba03fb7b7ea700864997b91ebcca20d1fcf4729cd63e60d16f9185789d17df2,Existing Customer,50,F,1,Doctorate,Married,Unknown,Blue,40,3,3,1,2492.0,1410.0,1082.0,0.835,4374.0,75,0.974,0.566,0
20170101026e0a49867804c61541842a218999f471705bd6ddbce09d82cd3a93,Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,36,3,3,3,2418.0,1106.0,1312.0,0.963,3541.0,64,0.882,0.457,0
bcb7eb9f00670de73d53ded01e0def5e3c0e073c17628209a52132ba2ecb2464,Existing Customer,50,M,1,Unknown,Single,$120K +,Blue,44,5,3,1,17827.0,0.0,17827.0,0.846,5010.0,88,0.725,0.0,0
72b9eac1a94c4f6adda25a81e699461145437a3d8befcb18bc145a1768463dd2,Existing Customer,49,F,1,Graduate,Divorced,$40K - $60K,Blue,40,3,2,3,1438.3,0.0,1438.3,0.675,3886.0,77,0.75,0.0,0
8219681c7de4974c577f1cdc5fffd277a25dfab3d82251768a6ce4a7fc82a16a,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,39,4,3,3,1764.0,0.0,1764.0,0.651,4857.0,92,0.804,0.0,0
bf3d79d6b76e6a1762857ad5755c934a3b722c473c04c0f425a5b2d88f3775f0,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,2,1776.0,1519.0,257.0,0.917,4295.0,60,0.622,0.855,0
e1e72927b11c6d9159bb6331f2ae112e6083a5b8cfef162cbe2079a408317419,Existing Customer,46,M,3,College,Married,$120K +,Blue,40,6,3,3,1438.3,0.0,1438.3,0.681,4833.0,69,0.769,0.0,0
6a41340afa0bdac8de019de32c30c59cfe6c9170926ac8a88a38c050a2666e55,Existing Customer,47,F,2,Post-Graduate,Single,Unknown,Blue,31,3,2,3,1491.0,0.0,1491.0,0.716,4634.0,92,0.804,0.0,0
77a4329753d9ab19069e2da5c287a8934aa52f5fcd1db3f955b1f864b9c815cb,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,41,3,1,3,2552.0,1879.0,673.0,0.888,4153.0,79,0.795,0.736,0
5b22a72e6a23934cce819d0d25c2cc0a2bc3f36b3b7e6e60a153c2042f6c64ac,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,32,3,1,2,2996.0,1992.0,1004.0,0.948,4463.0,87,0.74,0.665,0
8ecb6fe91225f18d2a978a5d4305f6a9fb0d5f8184e4204c47f58251b067e495,Existing Customer,44,F,2,College,Married,$40K - $60K,Blue,39,4,1,2,1701.0,775.0,926.0,0.847,4471.0,71,0.614,0.456,0
49959afafc7ea53a0ec6a0ca0fe49798a55d728095696909d84771c449f3862c,Existing Customer,53,F,3,Unknown,Single,Unknown,Blue,40,6,3,1,3998.0,0.0,3998.0,0.638,4223.0,79,0.717,0.0,0
